Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_Pct,Reason
MSFT,2024-04-19,2024-04-24,393.9838562011719,403.7958984375,2.290468094539895,SIGNAL_EXIT
MSFT,2024-04-26,2024-04-29,401.0911560058594,397.07354736328125,-1.2016697158287464,SIGNAL_EXIT
MSFT,2024-04-30,2024-05-06,384.3197937011719,408.2182922363281,6.0183886770449675,SIGNAL_EXIT
MSFT,2024-07-25,2024-08-05,413.7606506347656,390.7684631347656,-5.756881125531592,ATR_TRAILING_STOP
MSFT,2024-08-12,2024-08-14,402.2991638183594,412.23773193359375,2.2704421507874923,SIGNAL_EXIT
MSFT,2024-10-07,2024-10-08,405.7289123535156,410.8507995605469,1.0623914764468396,SIGNAL_EXIT
MSFT,2024-10-10,2024-10-11,411.9702453613281,412.4458312988281,-0.084558182816607,SIGNAL_EXIT
MSFT,2024-10-16,2024-10-17,412.2476806640625,412.8421325683594,-0.05580224409284444,SIGNAL_EXIT
MSFT,2024-10-21,2024-10-22,414.8829040527344,423.53167724609375,1.8846299302465495,SIGNAL_EXIT
